;fechamuestreo;patente;latitud;longitud;num_paradero;dist30s;dist_total;grupo
0;2018-08-03 11:28:03;FLXD-14;-33.3624725;-70.6817627;1;0.0;0.0;1
1;2018-08-03 11:28:33;FLXD-14;-33.36249998;-70.68173981999999;1;0.0037206944575713;0.0037206944575713;1
2;2018-08-03 11:29:03;FLXD-14;-33.36252746;-70.68171694;1;0.0037219054240663;0.0074425998816377;1
3;2018-08-03 11:29:33;FLXD-14;-33.36255494;-70.68169406;1;0.0037231159966871;0.0111657158783248;1
4;2018-08-03 11:30:03;FLXD-14;-33.36258242;-70.68167118000001;1;0.0037206944575713;0.0148864103358962;1
5;2018-08-03 11:30:33;FLXD-14;-33.3626099;-70.6816483;1;0.0037231159966871;0.0186095263325833;1
6;2018-08-03 11:31:03;FLXD-14;-33.3638039;-70.6812897;1;0.1368801253463289;0.1554896516789123;1
7;2018-08-03 11:31:33;FLXD-14;-33.3639717;-70.681282;1;0.0186721396488901;0.1741617913278025;1
8;2018-08-03 11:32:03;FLXD-14;-33.3660583;-70.6809464;2;0.2341035745714356;0.4082653658992381;1
9;2018-08-03 11:32:33;FLXD-14;-33.3669014;-70.6809006;2;0.0938450218824547;0.5021103877816928;1
10;2018-08-03 11:33:03;FLXD-14;-33.3668251;-70.6814957;2;0.0559122232364319;0.5580226110181248;1
11;2018-08-03 11:33:33;FLXD-14;-33.3662338;-70.6845016;3;0.2867868336072309;0.8448094446253558;1
12;2018-08-03 11:34:03;FLXD-14;-33.3661652;-70.685173;3;0.0628158519110559;0.9076252965364116;1
13;2018-08-03 11:34:33;FLXD-14;-33.3661118;-70.6860886;3;0.085236224966512;0.9928615215029236;1
14;2018-08-03 11:35:03;FLXD-14;-33.3660088;-70.6870956;3;0.0942159579513975;1.0870774794543212;1
15;2018-08-03 11:35:33;FLXD-14;-33.365921;-70.6881027;4;0.0940348421634771;1.1811123216177983;1
16;2018-08-03 11:36:03;FLXD-14;-33.3659248;-70.6881332;4;0.0028638422747218;1.18397616389252;1
17;2018-08-03 11:36:33;FLXD-14;-33.3658829;-70.6890869;4;0.0886901355581078;1.272666299450628;1
18;2018-08-03 11:37:03;FLXD-14;-33.36623;-70.689537;4;0.0568933488494227;1.329559648300051;1
19;2018-08-03 11:37:33;FLXD-14;-33.3669815;-70.6892319;4;0.0882359482499123;1.4177955965499631;1
20;2018-08-03 11:38:03;FLXD-14;-33.3696709;-70.6884232;5;0.30833378781569;1.726129384365653;1
21;2018-08-03 11:38:33;FLXD-14;-33.3713799;-70.6877594;6;0.1997800487497087;1.925909433115362;1
22;2018-08-03 11:39:03;FLXD-14;-33.3731651;-70.6867599;7;0.2191321530847571;2.145041586200119;1
23;2018-08-03 11:39:33;FLXD-14;-33.3732147;-70.6867371;7;0.0059073958532908;2.15094898205341;1
24;2018-08-03 11:40:03;FLXD-14;-33.3749657;-70.6857529;7;0.2150849240299902;2.3660339060834;1
25;2018-08-03 11:40:33;FLXD-14;-33.376915;-70.6843796;9;0.25148172332271;2.61751562940611;1
26;2018-08-03 11:41:03;FLXD-14;-33.3781166;-70.6839066;9;0.1406455750716883;2.7581612044777986;1
27;2018-08-03 11:41:33;FLXD-14;-33.3782806;-70.6838684;9;0.018578020442462;2.7767392249202603;1
28;2018-08-03 11:42:03;FLXD-14;-33.3807144;-70.6831055;10;0.2797440442748844;3.056483269195145;1
29;2018-08-03 11:42:33;FLXD-14;-33.3811111;-70.6829224;10;0.047274039772661;3.103757308967806;1
30;2018-08-03 11:43:03;FLXD-14;-33.3827362;-70.6819916;11;0.2003070890465105;3.3040643980143165;1
31;2018-08-03 11:43:33;FLXD-14;-33.3842697;-70.6806564;12;0.2108203151044667;3.514884713118783;1
32;2018-08-03 11:44:03;FLXD-14;-33.3854256;-70.6798019;12;0.1510449216152961;3.6659296347340793;1
33;2018-08-03 11:44:33;FLXD-14;-33.3860016;-70.6794357;12;0.0725135314379409;3.73844316617202;1
34;2018-08-03 11:45:03;FLXD-14;-33.3874207;-70.6785355;13;0.1785647684108049;3.917007934582825;1
35;2018-08-03 11:45:33;FLXD-14;-33.3881149;-70.6780853;13;0.087781926420092;4.004789861002918;1
36;2018-08-03 11:46:03;FLXD-14;-33.3899231;-70.6759186;14;0.2844162372003778;4.289206098203295;1
37;2018-08-03 11:46:33;FLXD-14;-33.3906593;-70.6753464;14;0.0975883754215482;4.386794473624843;1
38;2018-08-03 11:47:03;FLXD-14;-33.3921204;-70.6742783;15;0.190338634391006;4.5771331080158495;1
39;2018-08-03 11:47:33;FLXD-14;-33.3931503;-70.6736603;15;0.1280882898253233;4.705221397841173;1
40;2018-08-03 11:48:03;FLXD-14;-33.3948936;-70.6725006;16;0.2217382748215203;4.926959672662694;1
41;2018-08-03 11:48:33;FLXD-14;-33.3955383;-70.6720428;16;0.0833388862512922;5.010298558913985;1
42;2018-08-03 11:49:03;FLXD-14;-33.3962631;-70.6714172;17;0.0993401359921975;5.109638694906183;1
43;2018-08-03 11:49:33;FLXD-14;-33.3975258;-70.6700974;17;0.1863482711321132;5.2959869660382966;1
44;2018-08-03 11:50:03;FLXD-14;-33.3975449;-70.6700363;17;0.0060565541447146;5.302043520183011;1
45;2018-08-03 11:50:33;FLXD-14;-33.3987274;-70.6685715;18;0.1891564898190954;5.491200010002107;1
46;2018-08-03 11:51:03;FLXD-14;-33.3991852;-70.6680756;18;0.0686337979009548;5.559833807903061;1
47;2018-08-03 11:51:33;FLXD-14;-33.4000587;-70.6670456;18;0.1362956971240249;5.696129505027086;1
48;2018-08-03 11:52:03;FLXD-14;-33.4020386;-70.6650543;19;0.2874693303689725;5.983598835396059;1
49;2018-08-03 11:52:33;FLXD-14;-33.4025154;-70.6646118;20;0.0670685170505882;6.050667352446647;1
50;2018-08-03 11:53:03;FLXD-14;-33.4034462;-70.6637726;20;0.1295412176506201;6.180208570097267;1
51;2018-08-03 11:53:33;FLXD-14;-33.4043922;-70.6629181;21;0.1317451935927177;6.311953763689985;1
52;2018-08-03 11:54:03;FLXD-14;-33.4053383;-70.6620407;21;0.1330441287094939;6.444997892399479;1
53;2018-08-03 11:54:33;FLXD-14;-33.405735;-70.6616974;21;0.0544177236342631;6.499415616033742;1
54;2018-08-03 11:55:03;FLXD-14;-33.4059563;-70.6615295;21;0.0291277051489647;6.528543321182707;1
55;2018-08-03 11:55:33;FLXD-14;-33.4068298;-70.6611176;21;0.1043833695439965;6.632926690726703;1
56;2018-08-03 11:56:03;FLXD-14;-33.407444;-70.66077425;22;0.0753664883836685;6.708293179110372;1
57;2018-08-03 11:56:33;FLXD-14;-33.4080582;-70.6604309;22;0.0753663090052071;6.783659488115579;1
58;2018-08-03 11:57:03;FLXD-14;-33.4085617;-70.660244;22;0.0586130865328812;6.84227257464846;1
59;2018-08-03 11:57:33;FLXD-14;-33.4090652;-70.6600571;22;0.0586129327660102;6.90088550741447;1
60;2018-08-03 11:58:03;FLXD-14;-33.4093971;-70.6599274;23;0.0388196603190164;6.939705167733487;1
61;2018-08-03 11:58:33;FLXD-14;-33.409729;-70.6597977;23;0.0388196603190164;6.978524828052503;1
62;2018-08-03 11:59:03;FLXD-14;-33.4124451;-70.6586151;24;0.3213460407774157;7.2998708688299185;1
63;2018-08-03 11:59:33;FLXD-14;-33.4136009;-70.6581039;25;0.1369983301856292;7.436869199015548;1
64;2018-08-03 12:00:03;FLXD-14;-33.4150314;-70.6574554;25;0.170072024286703;7.606941223302251;1
65;2018-08-03 12:00:33;FLXD-14;-33.4151535;-70.6573944;25;0.0147103999136384;7.6216516232158895;1
66;2018-08-03 12:01:03;FLXD-14;-33.4169998;-70.6565628;26;0.2193291147603666;7.840980737976256;1
67;2018-08-03 12:01:33;FLXD-14;-33.4170952;-70.6565323;26;0.0109789058028415;7.8519596437790975;1
68;2018-08-03 12:02:03;FLXD-14;-33.4172325;-70.65649794999999;26;0.0155965966837596;7.867556240462857;1
69;2018-08-03 12:02:33;FLXD-14;-33.4173698;-70.6564636;26;0.0155965966837596;7.883152837146617;1
70;2018-08-03 12:03:03;FLXD-14;-33.418499;-70.6561661;26;0.1285615949180684;8.011714432064686;1
71;2018-08-03 12:03:33;FLXD-14;-33.4187241;-70.656105;26;0.0256641963230024;8.037378628387687;1
72;2018-08-03 12:04:03;FLXD-14;-33.4192886;-70.655983;26;0.0637826328101504;8.101161261197838;1
73;2018-08-03 12:04:33;FLXD-14;-33.41940115;-70.65596965;26;0.012575990839739;8.113737252037577;1
74;2018-08-03 12:05:03;FLXD-14;-33.4195137;-70.6559563;26;0.012575990839739;8.126313242877316;1
75;2018-08-03 12:05:33;FLXD-14;-33.41962625;-70.65594295;26;0.012575990839739;8.138889233717055;1
76;2018-08-03 12:06:03;FLXD-14;-33.4197388;-70.6559296;27;0.012575990839739;8.151465224556794;1
77;2018-08-03 12:06:33;FLXD-14;-33.4197922;-70.6559143;27;0.0061054638552682;8.157570688412063;1
78;2018-08-03 12:07:03;FLXD-14;-33.4200478;-70.6558838;27;0.0285618463382648;8.186132534750328;1
79;2018-08-03 12:07:33;FLXD-14;-33.4207611;-70.6559143;27;0.0793659201145712;8.265498454864899;1
80;2018-08-03 12:08:03;FLXD-14;-33.4214249;-70.6557312;27;0.0757421864936098;8.341240641358509;1
81;2018-08-03 12:08:33;FLXD-14;-33.42181205;-70.6556244;27;0.04417549455689;8.3854161359154;1
82;2018-08-03 12:09:03;FLXD-14;-33.4221992;-70.6555176;27;0.0441755965673913;8.429591732482791;1
83;2018-08-03 12:09:33;FLXD-14;-33.423542;-70.6551666;28;0.152824869848666;8.582416602331456;1
84;2018-08-03 12:10:03;FLXD-14;-33.4255905;-70.6546631;29;0.2325265436031527;8.81494314593461;1
85;2018-08-03 12:10:33;FLXD-14;-33.4257889;-70.6546249;29;0.0223443436866571;8.837287489621266;1
86;2018-08-03 12:11:03;FLXD-14;-33.425972;-70.6545639;29;0.0211322551875449;8.858419744808812;1
87;2018-08-03 12:11:33;FLXD-14;-33.4277954;-70.6540298;29;0.2087237144249397;9.067143459233751;1
88;2018-08-03 12:12:03;FLXD-14;-33.4279633;-70.6539764;29;0.0193160392670355;9.086459498500789;1
89;2018-08-03 12:12:33;FLXD-14;-33.4293709;-70.6535568;30;0.1612891778047085;9.247748676305497;1
90;2018-08-03 12:13:03;FLXD-14;-33.4312401;-70.6530228;31;0.2136715798116963;9.461420256117192;1
91;2018-08-03 12:13:33;FLXD-14;-33.4313087;-70.6530075;31;0.007758613561783;9.469178869678974;1
92;2018-08-03 12:14:03;FLXD-14;-33.4319153;-70.6530609;31;0.0676327613522942;9.536811631031268;1
93;2018-08-03 12:14:33;FLXD-14;-33.432373049999995;-70.65327454999999;31;0.0546246055499231;9.591436236581192;1
94;2018-08-03 12:15:03;FLXD-14;-33.4328308;-70.6534882;31;0.0546244405555471;9.646060677136738;1
95;2018-08-03 12:15:33;FLXD-14;-33.4328651;-70.6536255;31;0.0132990974114016;9.65935977454814;1
96;2018-08-03 12:16:03;FLXD-14;-33.4325981;-70.6546326;31;0.0980574256589675;9.757417200207108;1
97;2018-08-03 12:16:33;FLXD-14;-33.432579;-70.6550522;31;0.0389952476559471;9.796412447863055;1
98;2018-08-03 12:17:03;FLXD-14;-33.4322205;-70.6563721;32;0.1288056772015849;9.92521812506464;1
99;2018-08-03 12:17:33;FLXD-14;-33.4320793;-70.6570892;32;0.0683716494537279;9.993589774518368;1
100;2018-08-03 12:18:03;FLXD-14;-33.4317131;-70.6585083;33;0.1378399267619773;10.131429701280345;1
101;2018-08-03 12:18:33;FLXD-14;-33.4316368;-70.6587906;33;0.0275361896398499;10.158965890920197;1
102;2018-08-03 12:19:03;FLXD-14;-33.4320068;-70.6589737;33;0.0445126789539352;10.20347856987413;1
103;2018-08-03 12:19:33;FLXD-14;-33.4323044;-70.6589737;33;0.0330915064598527;10.236570076333985;1
104;2018-08-03 12:20:03;FLXD-14;-33.4324532;-70.6589279;33;0.0170825778601514;10.253652654194134;1
105;2018-08-03 12:20:33;FLXD-14;-33.4325027;-70.6589355;33;0.005549462089269;10.259202116283404;1
106;2018-08-03 12:21:03;FLXD-14;-33.432722049999995;-70.6588821;33;0.0248890253591787;10.284091141642582;1
107;2018-08-03 12:21:33;FLXD-14;-33.4329414;-70.6588287;33;0.0248886632395485;10.308979804882132;1
108;2018-08-03 12:22:03;FLXD-14;-33.43316265;-70.65880965;33;0.0246653180446881;10.33364512292682;1
109;2018-08-03 12:22:33;FLXD-14;-33.4333839;-70.6587906;33;0.0246653180446881;10.358310440971508;1
110;2018-08-03 12:23:03;FLXD-14;-33.4337883;-70.6587753;34;0.0449895867951701;10.403300027766678;1
111;2018-08-03 12:23:33;FLXD-14;-33.43408585;-70.65869520000001;34;0.0339106971449736;10.437210724911653;1
112;2018-08-03 12:24:03;FLXD-14;-33.4343834;-70.6586151;34;0.0339106971449736;10.471121422056624;1
113;2018-08-03 12:24:33;FLXD-14;-33.4348679;-70.6586304;34;0.0538927386073265;10.525014160663952;1
